flowrate,temperature,volume,cod_in,tss_in,nh4_in,no3_in,po4_in,hrt_hours,srt_days,cod,tss,nh4,no3,po4,biomass,cod_removal
2047.9120971119266,21.417095529855295,12004.900273877354,463.3270638512314,357.57937597341476,14.237980654944229,4.878111758183779,0.0,5.862019317531888,15.021899500931802,29.418661761031395,450.79284083758915,12.942869847773505,7.246431273393263,0.0,45.2464743838576,93.65056262491989
1241.5960484651623,18.318771805237525,1893.4415854584545,756.0589933091611,293.1595360241994,29.9536389472299,1.1361936089238844,0.0,1.525006130455305,3.0561328424966385,295.5324040389328,447.35494428982423,27.852141499291307,2.1197534834766527,0.0,84.88470015126667,60.911462378692164
1989.5243118156343,11.948822580032076,7659.868967163073,780.505839460526,197.74760744144558,31.130011507411357,0.9473567954214285,0.0,3.8501007108441403,7.377249109926966,281.5603191509141,400.29347669877086,16.513462730013842,1.7984255449261564,0.0,241.25218377675137,63.92591766571223
1374.3038377446615,15.812175685452617,5036.593455023418,699.6069176347025,310.07953060067473,30.275582258736744,4.023821787484009,0.0,3.664832562273024,17.977953260464904,137.05036061831342,508.21549758057773,20.38177447491405,5.784302373877717,0.0,153.99893129817806,80.41037657522509
899.8164049502166,16.8837366330751,8962.376743340512,204.4173618506033,336.0773132506415,41.732442038185084,3.9036451551098397,0.0,9.960228213261312,52.77835651393411,16.237565850206302,193.09069249025814,40.141356644707265,5.9747934517381,0.0,23.14426107990841,92.056660107925
1836.8059235809433,18.388107411181203,5255.301372876571,482.6577236858795,269.57083194435666,38.56232440002658,2.767897003289979,0.0,2.8611086807859936,7.489216642450524,63.11163483309677,407.1692520848258,36.579736455309245,3.658997088036444,0.0,60.393356440637106,86.92414277531158
929.1693456390584,14.403906366500255,10266.83120617653,445.1171862347817,356.0209219804498,12.62362337600797,1.4069194601099828,0.0,11.049472579312516,18.71716755020109,30.264517856539616,414.2717225029847,7.287254990414997,6.224262781300249,0.0,67.39269095474775,93.20077525818644
1828.627080654775,20.835390258946752,7466.281223519423,443.8321168640423,344.2061153998104,11.02204329102372,0.45023930387820876,0.0,4.082998279149392,9.70693652329455,27.554109436268043,435.2003698738057,9.482212761474493,1.9841929003238001,0.0,39.431257442869615,93.79177207117064
804.6242054263369,15.427189158300855,2227.098870425414,617.7922250466416,233.8468826722092,23.568044011654443,3.1514129655944423,0.0,2.7678745623186507,3.970336124498248,214.7178589652921,374.92992223805095,19.07263488701812,3.971717937017478,0.0,100.74193627346699,65.24432482958467
2317.1613814152142,16.74042253215683,4811.381865832226,619.8242802864497,179.76098843785587,45.04379067846076,3.584450945794978,0.0,2.076412072297553,3.1386534239452697,317.5216861187494,284.81296961170455,42.92165849737475,4.2927061736543815,0.0,81.75580978309317,48.77230592321943
1411.5525796672223,21.37779294752815,11072.481383313116,321.4180188771382,191.78698724519575,17.954775232265426,4.283071420461877,0.0,7.84418628310926,15.802615857557692,28.344762392710912,275.9869032744691,16.831335776987938,6.633126077812333,0.0,52.19620270559418,91.18133995980304
